Shooter,Subject_Title,Text_or_Transcription
AdamLanza,Antinatalism,"All that they know is that they’re being forced into doing things. And this chimp, um, snapped and, because of all of this, the circumstances of its life, and it 
started attacking one of the prison guards . . . it um, it kicked her, I think, and she proceeded 
to chase it around shouting at it, bullying it, trying to intimidate it, and the . . . the poor chimp 
was terrified and if you want to understand why I hate culture, just watch these videos, those 
two scenes were among the most horrible things I’ve seen in my life because it embodies 
what I went through and embodies what every single other human goes through that’s 
exposed to culture, and it’s the saddest thing imaginable. Just. watch these YouTube videos 
about apes being indoctrinated and you can just see the sorrow and that sorrow is culture, 
there’s nothing more to it, it’s horrible. “I wish I could be indifferent but I am still affected by the solution 
that life is something worth retaliating against” — Well, that is because you overestimate . . . 
the extent to which there is culture. You think that your own values are culture, are culture induced, in fact they aren’t, those would be from you. But how do you distinguish that? As 
you tried to do, you tried to do sorta like a Descartes thing where you sort of went into the 
basement, “What are my values and how do these relate to society,” and tried to figure it 
out that way. Where I had sufficiently freed myself from what I called “cultural values” when I analyzed all of the things which brought me happiness and all the goals which 
I wanted to pursue, I realized that absolutely everything about those things that appealed to 
me was entirely a consequence of my cultural infection. Uh, no, not a cultural infection, that results in your genetics, really.
[Recording of Lanza:] Formerly, I had rejected some aspects of culture while accepting other 
ones, and merely not calling them cultural. Well, why did you accept them? Same reason that people of the 
Bible say, “Oh yeah I like that, I don’t like that,” well why are they like that? Maybe it’s because they resonate with it, so how is that from culture when it’s from you resonating with 
something else? That’s ’cause I realize . . .That’s from YOU, what is the loud self without others? Everything 
self, everything who, is a relation of you, to someone else. Can you find any spot, anything, 
anywhere, where it’s not you in relation to someone else? You might say “oh I write characters in a book,” well that’s you playing and experimenting with yourself in relation to others, 
with yourself. So that simply putting it on a mental level. I don’t think that’s necessarily true. There’s a huge part of what people call 
“the self” but . . . there are two selves that I can identify. There’s the cultural self and there’s 
the feral self. And . . . I think there is a real distinction between the two, I would . . . the feral 
self, I would call that which . . . genetically exists independent from whatever memes the 
creature might be exposed to. So the pleasure that you get from drinking water or climbing 
trees, the pleasure that a feral child would get is feral, it has nothing to do with culture. That 
. . . um, cultural, that cultural self is that which results from enculturation, it values that are 
created which do not exist independent from that cultural exposure. "
AdamLanza,Antinatalism,"People do have, independently have some degree of personalities and you can see that in 
animals, and you can take me for instance . . . I’ve always been a compulsive organizer, and 
I don’t think that’s cultural because I exhibited that behavior at an extremely young age. So, 
when I’m in the process of making this video, I watched your video once, thought about it, 
watched it a second time, thought about it, and I was watching it the third time while I was 
typing out the points that I wanted to respond to.
And then when I finished, I rearranged those points and took the most relevant ones and 
then, now I’m responding to those and I’ll insert your um . . . points, and I’m going about 
this in the . . . heh, compulsively organized way because I — I feel compulsion that I can’t 
respond unless I do it in this way.
And I think that compulsion has nothing to do with culture, but the reason I’m making this 
YouTube video at all is entirely cultural. If . . . If I were a feral child, I . . . I would not need to 
fulfill this desire to make this YouTube video, but because I’ve been exposed to this concept 
of YouTube videos, I thus need to fulfill it. And I go about fulfilling it in my own way, but 
the reason why I’m fulfilling it at all is entirely cultural. So, my genetics affect the way I deal 
with these values but the values exist entirely because of culture. And a feral child doesn’t 
. . . have a desire to write or read intricately designed novels, it, that desire does not exist 
at all but being exposed to culture would um instill that desire into them, and they would 
subsequently need to fulfill it. And the same applies to everything cultural and that’s my 
point about the distinction between cultural values and feral values. A feral child would be 
happy drinking water and climbing trees. Interaction is not necessarily cultural, the way that I view an ant colony, I 
don’t think that ants are remotely cultural even though they form these organized societies. 
And, um, they’re, they’re, they’re not taught . . . they’re not exposed to memes which 
results in their behavior, they’re behaving in the ways they do because as far as I know they’re 
. . . responding to certain types of scents at certain frequencies, and it’s like . . . um, needing 
to drink water. They say, “I’m thirsty and I’m going to take this action to fulfill that thirst” 
and I don’t need to be taught that I’m thirsty, I, I just know it. And that’s the way that ants 
operate, and that’s how their societies emerge. They’re not . . . they aren’t instilled with this 
culture, and . . . that feral child who’s drinking water and climbing trees, he, he, if he weren’t 
exposed to anyone else, he would have a desire for social interaction.
That desire itself is not cultural and . . . if he were to . . . like apes in a jungle, the apes, they 
have these very, very, very undeveloped cultures. But most of their interaction is based off 
of feral values, so I’ve . . . there’s this small cultural aspect to their interaction but it’s mostly 
feral. Um, they’re fulfilling their feral values, they don’t need to be taught that they want 
to interact, they just do. The way someone just drinks. And culture can satisfy feral values, 
that’s where it gets a little confusing, because making this video . . . it can be perceived as, 
me making this video can be perceived as trying to fulfill a desire for social interaction. "
AdamLanza,Antinatalism,"But 
. . . um . . . the culture doesn’t allow it to happen, it subverts the process by which I would 
naturally fulfill that value. This . . . because I’ve been exposed to this culture, I fulfill that value by making this video, and this video’s just . . . a surrogate, it’s not the social interaction 
itself. If we were in a jungle somewhere, I, I wouldn’t be making this video to you, and I 
wouldn’t have the desire to make this video to you. I would stroke your hair and longfully 
gaze into your eyes, or whatever it is that feral humans do.
So, my point is that . . . culture is the proverbial thug who breaks your limbs and gives you 
a crutch. Culture doesn’t fulfill values, it creates the need to fulfill values and it subverts 
the natural processes by which you would fulfill those values. That’s why I used the disease 
metaphor, culture . . . I, I know it’s needlessly inflammatory, but I think it is kind of an accurate description, even if you aren’t paying attention to those cute little comparisons like 
how language is like the wheezing of someone with tuberculosis and all of those little things. 
Language, I mean, culture doesn’t solve anything, it — it latches onto someone, and it creates 
the need to solve certain things. So instead of calling culture a disease . . . I, I think it would 
be, it could be called . . . the . . . uh, man, I’m gonna have to cut this out and . . . whatever. So everything is delusion? What is delusion? Delusion is that which 
does not correlate with reality, right? Right? Delusion is that which does not correlate with 
reality, is delusional to say that . . . this is a water bottle, if I’m holding up a mouse and I 
mean water bottle, this is not a water bottle, it’s delusional if I think this is and I try to drink 
from it, that is delusional. It is not connected up with how things actually are. Now if you’re 
talking about things that actually are the case, then that is not delusional. I wouldn’t say that everything is a delusion, I’m, I, I don’t know really 
that much about the epistemology but . . . um, I would say that value exists in the sense that 
religious dogma exists. It, this belief in religion exists but all its assertions about reality are 
nothing other than delusions. And in the same way, value exists but it’s a distortion of reality. Um, perception is a coercive delusion, it’s, it exists but as a delusion, (laughter). I know 
I’m just repeating myself but I think I’m getting the point across. The problem is that I do feel immense 
meaning, and so does everyone else. Enjoy it, so it is, it is there, and? I think I’ve addressed this, um, in my, earlier in this video but just in case I 
haven’t, my point is that meaning doesn’t cure suffering, meaning is the source of suffering. “Happiness is merely the fulfilment of value” . . . I disagree. Sometimes you wake up and you’re just happy for no apparent reason, sometimes you just laugh for no apparent reason. "
AdamLanza,Antinatalism,"It doesn’t have to be dependent on a lack of something and 
the gaining of something, it’s not all about a lack of stuff, it’s not all about being cultural, 
you attach entirely too much value to culture. Oh, isn’t that an irony? I agree that happiness isn’t like prayer, where first you pray and then your 
prayers are answered. Since happiness is just biological, it’s possible to just be happy, but in 
general the entire point of happiness is to serve as a reward for fulfilling value. First you have 
this desire, and then when you fulfill the desire, you achieve happiness. So, um . . . well a lot 
of the time when you’re randomly happy it’s because you don’t perceive a certain deprivation 
to be important enough to affect your random happiness. I remember reading that one of 
the 9/11 hijackers was asked, eh, um, “Why do you never laugh?” And he responded, “How 
can you laugh when people in Palestine are dying?” And I think that someone like him wouldn’t, because he hav— has this problem, I don’t think that someone like him would ever, 
or at least not very often, experience random happiness. I think he would be suffering a lot.
[Lanza as SomethingSea:] Or, but you prefer to not be alive, and you prefer to . . . see, there’s 
a bit of a contradiction there, you prefer to not prefer? So, you prefer to not prefer so you’re 
trying to not prefer not preferring, or you’re trying not prefer, preferred or not preferring. 
So, your preference of not preferring is getting in the way of preferring not living because 
that would be better than living even though living, that’s a value statement about 
not having value statements because . . . and then you overstate that, such that you hate your 
own values. But itself is a st— is a value statement, ’cause hatred is a value thing and so you 
hating your own hatred, and so you hate yourself. Uh, that’s . . . the problem with all of this. A lot of people like Buddhists and 
Stoics, however they define enlightenment, they believe that enlightenment can be achieved 
in life. That you can overcome what they call “suffering,” but I, my value leads me to hate 
value because well, [laughter] what you said. It’s incoherent and I think the problem about 
that is that I can’t free myself from value and still be alive. So, the enlightenment, which I 
use very, very, very loosely, my enlightenment lies in death where I, I do not have any value. “Culture has values which 
others mindlessly coerce each oth— into, onto each other,” hm . . . that’s true in a spiritual 
sense in that we cannot continue living in this 3d realm without the assumption of these 
value things, i.e., morality this, morality that, it’s basically . . . in order to be alive in this 3d 
realm, you have to have some sort of moral value in going about you. Well not necessarily 
have to, but it’s very likely for it to be occurring, that is the cultural programming."
AdamLanza,Antinatalism,"“Spreading it no differently than any other disease.” 
Um, similar, I’d say not no differently but quite similar. Why do you want to eliminate your 
cultural values? If you eliminate your cultural values, all your values, you cease to exist. Why? 
Because you cease to see any reason to living, therefore you die, by one reason or another. 
Or you continue living and hate yourself the entire time. That doesn’t sound like fun, might 
as well just put a gun to your head and go boom.  That’s, heh, that’s basically the idea . . . um, I don’t want to live, I want to die. What do you mean by you lack the discipline to commit suicide? 
That doesn’t make any sense to me, lack the discipline . . . so, so like when you think about 
committing suicide, what go — what do — what goes through your mind?  I’m definitely not happy to be alive. I . . . um, I, I, would like to die, but the 
reason why . . . when I think about, when I get the thought into my head, You’re going to kill 
yourself in one minute, I . . . um, I . . . I’m compelled to live in the same sense that someone 
who is addicted to cocaine is compelled to continue their indulgence. They — they definitely 
don’t, well, heh, sometimes . . . they definitely don’t want to be addicted to cocaine, but they 
can’t control it because they don’t have enough self discipline. And that’s the problem 
that I have, a cocaine addict will say, “Oh, this — this is the last time, I’m definitely not going 
to do it again, once I take it this last time” but if it were truly the last time then they wouldn’t 
need to . . . indulge with . . . they wouldn’t need to have that last indulgence. So, they’re not 
really overcoming their addiction, they’re just continuing to feed it just as much as they 
were previously and I’m in the same position. I think, Oh, this period of time will be good 
and then I’ll die, and . . . it ends up not being the last period because if it really were the last 
period, I would just kill myself instantly, instead of having to continue to live through that.
There’s, I, I can think of two ways that you can choose to overcome an addiction. The first 
is that you can have the self discipline to recognize that you need to overcome your addiction, and . . . you know that you’ll have an intense desire to persist in your addiction but if you um 
. . . continue to persist in overcoming it, you’ll, that desire will eventually disappear. And I . . . 
I don’t have that discipline. There’s one other way you can choose to overcome an addiction 
and that is to allow your addiction to get you into some circumstances such that continuing the addiction would have more, would have much more intolerable consequences than 
ending the addiction would have. Such as a cocaine addict ending up living in a dumpster, 
blowing strangers for cocaine money, that kind of a thing. And they would feel forced into 
giving up their addiction, and I think that’s the position that I need to be in to overcome 
this, because my life right now is . . . I hate using this word because it’s misleading, but my 
life right now is way too comfortable to . . . for me to feel forced into killing myself. But . . . 
that’s probably going to be the way I die, I’m going to . . . I, I, well either that or I’ll develop 
the discipline to just say, “None of this is helping me I just need to die and I know that I 
won’t want to go through with it at the last second but I just need to do it” and I guess that’s 
the end of the response video, heh, I’m sorry to end on such a macabre note. I know that I 
can kind of “rain on the parade,” but . . . well, hehe, you wanted a response video so here it 
is. Thanks for listening."
AdamLanza,Cults and Culture,"The accusations about Efilism being cult like are presented with the implication that cults 
are irrational groups who propagate delusional values. I’m not going to be addressing 
Efilism in this video, I just want to speak about cults themselves. Cults generally exhibit 
similar characteristics as outlined in ArchLord’s video. These include members yielding 
to an unaccountable authority who controls their behavior, using various emotionally and 
psychologically manipulative tactics to suppress dissent and modify the behavior and beliefs 
of its members, demonization, and desolation for anyone who goes against the values of 
the cult, along with a preoccupation with converting anyone who might be receptive. And 
justifying any means necessary to further propagate their ideology, including actions which 
are otherwise generally regarded as immoral.
Ostensibly, you start at a neutral perspective and observe a cult which exhibits these behaviors. You ask, if their beliefs had any validity then why would they have to resort to these 
underhanded tactics of manipulation? Why are cults like this? A similar question to ask is 
why terrorists do what they do. More specifically, how their activities can relate to the activities of governments. Governments have omnipresent legal institutions and law enforcers The accusations about Efilism being cult like are presented with the implication that cults 
are irrational groups who propagate delusional values. I’m not going to be addressing 
Efilism in this video, I just want to speak about cults themselves. Cults generally exhibit 
similar characteristics as outlined in ArchLord’s video. These include members yielding 
to an unaccountable authority who controls their behavior, using various emotionally and 
psychologically manipulative tactics to suppress dissent and modify the behavior and beliefs 
of its members, demonization, and desolation for anyone who goes against the values of 
the cult, along with a preoccupation with converting anyone who might be receptive. And 
justifying any means necessary to further propagate their ideology, including actions which 
are otherwise generally regarded as immoral.
Ostensibly, you start at a neutral perspective and observe a cult which exhibits these behaviors. You ask, if their beliefs had any validity then why would they have to resort to these 
underhanded tactics of manipulation? Why are cults like this? A similar question to ask is 
why terrorists do what they do. More specifically, how their activities can relate to the activities of governments. Governments have omnipresent legal institutions and law enforcers 
which serve to force or intimidate people into not behaving in ways which deviate from the 
fulfilment of their values. Terrorists need to resort to attacks against civilians, kidnappings, 
assassinations, and other methods to have the same effect.
Governments are able to project massive militaries with sophisticated equipment to foster 
their interests. Terrorists have to resort to methods as seen in Mumbai in 2008. Governments have educational institutions and regulations which can — which can inculcate values The accusations about Efilism being cult like are presented with the implication that cults 
are irrational groups who propagate delusional values. I’m not going to be addressing 
Efilism in this video, I just want to speak about cults themselves. Cults generally exhibit 
similar characteristics as outlined in ArchLord’s video. These include members yielding 
to an unaccountable authority who controls their behavior, using various emotionally and 
psychologically manipulative tactics to suppress dissent and modify the behavior and beliefs 
of its members, demonization, and desolation for anyone who goes against the values of 
the cult, along with a preoccupation with converting anyone who might be receptive. And 
justifying any means necessary to further propagate their ideology, including actions which 
are otherwise generally regarded as immoral."
AdamLanza,Cults and Culture,"Ostensibly, you start at a neutral perspective and observe a cult which exhibits these behaviors. You ask, if their beliefs had any validity then why would they have to resort to these 
underhanded tactics of manipulation? Why are cults like this? A similar question to ask is 
why terrorists do what they do. More specifically, how their activities can relate to the activities of governments. Governments have omnipresent legal institutions and law enforcers 
which serve to force or intimidate people into not behaving in ways which deviate from the 
fulfilment of their values. Terrorists need to resort to attacks against civilians, kidnappings, 
assassinations, and other methods to have the same effect.
Governments are able to project massive militaries with sophisticated equipment to foster 
their interests. Terrorists have to resort to methods as seen in Mumbai in 2008. Governments have educational institutions and regulations which can — which can inculcate values The accusations about Efilism being cult like are presented with the implication that cults 
are irrational groups who propagate delusional values. I’m not going to be addressing 
Efilism in this video, I just want to speak about cults themselves. Cults generally exhibit 
similar characteristics as outlined in ArchLord’s video. These include members yielding 
to an unaccountable authority who controls their behavior, using various emotionally and 
psychologically manipulative tactics to suppress dissent and modify the behavior and beliefs 
of its members, demonization, and desolation for anyone who goes against the values of 
the cult, along with a preoccupation with converting anyone who might be receptive. And 
justifying any means necessary to further propagate their ideology, including actions which 
are otherwise generally regarded as immoral.
Ostensibly, you start at a neutral perspective and observe a cult which exhibits these behaviors. You ask, if their beliefs had any validity then why would they have to resort to these 
underhanded tactics of manipulation? Why are cults like this? A similar question to ask is 
why terrorists do what they do. More specifically, how their activities can relate to the activities of governments. Governments have omnipresent legal institutions and law enforcers 
which serve to force or intimidate people into not behaving in ways which deviate from the 
fulfilment of their values. Terrorists need to resort to attacks against civilians, kidnappings, 
assassinations, and other methods to have the same effect.
Governments are able to project massive militaries with sophisticated equipment to foster 
their interests. Terrorists have to resort to methods as seen in Mumbai in 2008. Governments have educational institutions and regulations which can — which can inculcate values The accusations about Efilism being cult like are presented with the implication that cults 
are irrational groups who propagate delusional values. I’m not going to be addressing 
Efilism in this video, I just want to speak about cults themselves. Cults generally exhibit 
similar characteristics as outlined in ArchLord’s video. These include members yielding 
to an unaccountable authority who controls their behavior, using various emotionally and 
psychologically manipulative tactics to suppress dissent and modify the behavior and beliefs 
of its members, demonization, and desolation for anyone who goes against the values of 
the cult, along with a preoccupation with converting anyone who might be receptive. And 
justifying any means necessary to further propagate their ideology, including actions which 
are otherwise generally regarded as immoral.
Ostensibly, you start at a neutral perspective and observe a cult which exhibits these behaviors. You ask, if their beliefs had any validity then why would they have to resort to these 
underhanded tactics of manipulation? Why are cults like this? A similar question to ask is 
why terrorists do what they do. More specifically, how their activities can relate to the activities of governments. Governments have omnipresent legal institutions and law enforcers 
which serve to force or intimidate people into not behaving in ways which deviate from the 
fulfilment of their values. Terrorists need to resort to attacks against civilians, kidnappings, 
assassinations, and other methods to have the same effect."
AdamLanza,Cults and Culture,"Governments are able to project massive militaries with sophisticated equipment to foster 
their interests. Terrorists have to resort to methods as seen in Mumbai in 2008. Governments have educational institutions and regulations which can — which can inculcate values The accusations about Efilism being cult like are presented with the implication that cults 
are irrational groups who propagate delusional values. I’m not going to be addressing 
Efilism in this video, I just want to speak about cults themselves. Cults generally exhibit 
similar characteristics as outlined in ArchLord’s video. These include members yielding 
to an unaccountable authority who controls their behavior, using various emotionally and 
psychologically manipulative tactics to suppress dissent and modify the behavior and beliefs 
of its members, demonization, and desolation for anyone who goes against the values of 
the cult, along with a preoccupation with converting anyone who might be receptive. And 
justifying any means necessary to further propagate their ideology, including actions which 
are otherwise generally regarded as immoral.
Ostensibly, you start at a neutral perspective and observe a cult which exhibits these behaviors. You ask, if their beliefs had any validity then why would they have to resort to these 
underhanded tactics of manipulation? Why are cults like this? A similar question to ask is 
why terrorists do what they do. More specifically, how their activities can relate to the activities of governments. Governments have omnipresent legal institutions and law enforcers 
which serve to force or intimidate people into not behaving in ways which deviate from the 
fulfilment of their values. Terrorists need to resort to attacks against civilians, kidnappings, 
assassinations, and other methods to have the same effect.
Governments are able to project massive militaries with sophisticated equipment to foster 
their interests. Terrorists have to resort to methods as seen in Mumbai in 2008. Governments have educational institutions and regulations which can — which can inculcate values The accusations about Efilism being cult like are presented with the implication that cults 
are irrational groups who propagate delusional values. I’m not going to be addressing 
Efilism in this video, I just want to speak about cults themselves. Cults generally exhibit 
similar characteristics as outlined in ArchLord’s video. These include members yielding 
to an unaccountable authority who controls their behavior, using various emotionally and 
psychologically manipulative tactics to suppress dissent and modify the behavior and beliefs 
of its members, demonization, and desolation for anyone who goes against the values of 
the cult, along with a preoccupation with converting anyone who might be receptive. And 
justifying any means necessary to further propagate their ideology, including actions which 
are otherwise generally regarded as immoral.
Ostensibly, you start at a neutral perspective and observe a cult which exhibits these behaviors. You ask, if their beliefs had any validity then why would they have to resort to these 
underhanded tactics of manipulation? Why are cults like this? A similar question to ask is 
why terrorists do what they do. More specifically, how their activities can relate to the activities of governments. Governments have omnipresent legal institutions and law enforcers 
which serve to force or intimidate people into not behaving in ways which deviate from the 
fulfilment of their values. Terrorists need to resort to attacks against civilians, kidnappings, 
assassinations, and other methods to have the same effect.
Governments are able to project massive militaries with sophisticated equipment to foster 
their interests. Terrorists have to resort to methods as seen in Mumbai in 2008. Governments have educational institutions and regulations which can — which can inculcate values because since they have the luxury of being viewed with legitimacy, they have a monopoly 
on the most efficient mechanism of cultural infection, the raising of children. Yes, the belief 
systems of all cults are completely delusional, but it has nothing to do with their manipulative 
tactics. All cultural values are delusions which exist entirely as a consequence of coercive 
impositions.
which serve to force or intimidate people into not behaving in ways which deviate from the 
fulfilment of their values. Terrorists need to resort to attacks against civilians, kidnappings, 
assassinations, and other methods to have the same effect.
Governments are able to project massive militaries with sophisticated equipment to foster 
their interests. Terrorists have to resort to methods as seen in Mumbai in 2008. Governments have educational institutions and regulations which can — which can inculcate values"
AdamLanza,Antinatalism,"Hello, SomethingSea. Thank you for the response to my “My Antinatalism” video. Um, I rearranged some of the things you said so that I could make my response 
clearer, so whoever else is watching this, you should first watch my “My Antinatalism” video, 
so that you can actually hear what I’m saying. And I agree that, um, I speak too quietly, and I 
mumble too much, and my computer’s loud, I’ll — I’ll try to resolve all of that . . . and once you 
watch that video, you should watch his response and then . . . watch this response. Because 
just watching my — this video by itself isn’t going to be an accurate representation of his video.
[Lanza as SomethingSea:] That’s not antinatalism, that’s, uhh, anatalism, suppose that anatalism means “positive of life”? Fuck is anatalism I’m going to look that up. Natalism is a belief 
that promotes human reproduction. Okay, so you would be an anatalist, not an antinatalist 
in that case. I agree that antinatalism is an inaccurate term to be using . . . to describe 
my position. The reason why I use that is because it’s the kind — it’s the kind of terminology that other people on YouTube are using for similar positions, and um . . . despite that, 
I actually do agree with antinatalism, I would like it if life stopped propagating. But I think 
my position can be more accurately stated as antivalueism, or something like that.
[Lanza as SomethingSea:] What, why the emphasis on, on the existential aspect it almost 
sounds like you’re being too defensive? I was being too defensive at that part, um, when I’m trying to figure something out, I open WordPad and then I type in a thought, and then press enter a few times, 
type in another thought, and another thought and it all gradually ends up becoming sort 
of a personal essay. And most of that video came from one of those essays I wrote a while 
ago, but . . . that existentialism paragraph, I took verbatim from what I wrote, so. When I’m 
writing these things, I’m usually in an emotional state and I wrote that after looking online 
for “reasons why you shouldn’t kill yourself,” and I wasn’t trying to find a compelling argument, I was just bored and I found so many people responding to suicidal forum posters, 
saying, “I know exactly where you’ve been, I too have felt that my life was out, was without 
meaning,” and . . . heh, it was ironic because . . . I have the opposite problem. So, I was just 
getting kind of irritated with seeing that relentlessly and not seeing a single person expressing what I was feeling. You’ve always had immense hatred for culture. Why? I wish I could express why I hate culture in one sentence, but . . . that’s, 
um, that’s not going to happen, I’m going to have to ramble about this topic so forgive me 
for that. But I basically perceive culture the way that a normal person would perceive rape, 
and all of these abstractions are . . . the incurable stds in my mind. I’ve . . . um . . . I’ve always 
reacted with terror to culture. Whenev— I’ve always had a problem with authority figures, and 
I would call authority, um, a source which tries to impose values onto you. And so, whenever 
I would interact with someone in an authoritative position, I would, I would always be eager 
to punish myself and hit myself and say how much I deserved to be tortured and that kind 
of thing. And I think the reason why I used to do that, even though I didn’t understand it at 
the time, I think it was because I wanted to try to mitigate um . . . their, quote “discipline” 
of me, even if it was a situation which they wouldn’t even be doing that, it’s just interacting 
with an authority figure would upset me greatly."
AdamLanza,Dream,"I just woke up about ten minutes ago and I had a strange dream so I thought I would explain 
it. The background was basically, long story short was, I was in high school and I wasn’t doing 
what I was supposed to do and told the authority figures to fuck off and I got imprisoned. So, 
ha, after that I was at my prison cell and two of the other prisoners got on guard duty, I don’t 
know. Let me out, one of them was apparently an ex-gang leader . . . not sure why. And they 
led me to a desk where there was this poorly constructed wooden tricycle with low-quality 
rubber wheels or something like that.
We went up to the receptionist’s desk, I don’t know . . . who he was, but he told me good luck 
and I got on the tricycle and started — they brought me over to a door and the receptionist 
told me to get in touch with my young side, or something like that. So, I started breathing 
heavily, thinking “okay I’ve got to prepare for something” as we approached the door. And 
bravely ensued [?] into the room and it was the interior of a gym-gymnasium and there was 
this group of — of . . . spectators sitting on the floor in a circle, around some type of obstacle 
course that was about maybe twenty-five feet wide. And . . . it wasn’t meant to be completed 
vertically, it was a horizontal course that you were supposed to circle around, and there’s 
this star pattern in the center, but a little off to one of the sides . . . and you had to maneuver 
around this course using the tricycle. And make it as entertaining for the crowd as possible.
So, you were supposed to go around five times, for my first round, and there were five other 
prisoners who were competing and presumably whoever the crowd found most entertaining 
would get to be freed from the prison. So, for my first round I was . . . instead of riding the 
tricycle I was, you know how when you . . . have a bicycle you can kind of use the wheels to 
bounce? So that’s what I was doing, I was bouncing twenty feet into the air. And the crowd 
liked that and I threw in some tricks in the second round where I was . . . um, spinning 360 
degrees and that kind of thing, and on the third round I started going backward and the 
crowd really liked that but after a few bounces I accidentally went out of bounds. They were cheering as I was leaving, and of course there was one guy who was saying, “You 
fucking suck” but I sat out with the crowd and started watching the next two 
prisoners to see what they were going to do, that was supposed to be entertaining. Oh yeah 
and the outlines of this obstacle course um, had balloons laid around them, different colors. 
And once I got out of the course, my tricycle turned into this . . . balloon that was starting to 
lose its helium. Well, they — it didn’t have any helium, it probably had a heavier-than-air gas 
in it, all of the balloons did and my balloon, um, was starting to lose its air. But I was watch-
ing the two other prisoners and all that they were — did to be entertaining was play some of 
the, what do they call it? Benny Hill theme music, and starts . . . tossing a balloon between 
the two of them. And I was thinking, “this — that’s, they’re not even doing anything, I’m go-
ing to win this competition” and then that was basically the point at which I woke up. And 
I thought, what was that? So anytime that I’m — end up waking up and asking myself, What 
did I just dream?"
AdamLanza,Suffering,"I’m sure that any psychiatrists (secular priests) and TheRapists who would 
seek to dismiss my position as being the consequence of schizophrenia would orgasm if they read this:
 ~Life is the imposition of value. 
~Cultural values are the masochistic imposition of suffering through the deprivation of their 
fulfillment. 
~Feral values are the innate imposition of suffering through the deprivation of their fulfillment. 
~Suffering tends to serve as a life-affirming experience. 
~The less you suffer, the clearer you see that value is a disease. 
~Death eradicates value and thus is the solution to life.
Relatively speaking and within the context of being alive, I have always been in a very 
privileged position. At this point in my life, I can pursue and achieve practically anything I 
would desire. And if I were to commit suicide, I’m certain that — certain that many people 
would say, “I cannot believe that lazy spoiled loser killed himself. I’ve always been poor, my 
parents beat me, I was bullied every day as a child and I got raped, but despite all of that I 
still choose to live.”
This may seem counterintuitive at first glance, but my position is that someone does not 
choose to live despite suffering, it’s just to live because suffering is life affirming. The way 
that culture operates might help to demonstrate this, the first thing that anyone says when 
someone is suicidal, other than possibly saying, “You need medication to change your 
mentally ill thoughts” is “You need to have goals in your life,” but what are goals? A feral 
child does not have any goals, a feral child would not have any desire to become a renowned 
writer or an eminent scientist, or have interest in hobbies, or become an interesting person, 
or develop any — any of those character-building traits.
However, if that child were encultured, he would develop innumerable goals to achieve 
various things. Culture did not allow the feral child to discover the pleasure which he can 
achieve from experiencing any of those things, culture imposed the deprivation of not achiev-
ing those things, and thus created out of nothing, the pleasure which results from fulfilling 
that deprivation. Culture is masochism. Since life seeks to propagate itself, I suspect that 
culture emerged to prevent human intellect from enabling feral people to lose their aversion 
to death. Ted Kaczynski’s experience is an example of this happening. When he had spent enough time alone in his cabin, he said that he became okay with dying at any moment 
because he was happy with his life.
My interpretation of this is that he had sufficiently overcome his enculturation to the point 
where he was no longer being hurt by it. Since he wasn’t hampered with the deprivation 
which culture imposes, he was not afraid of dying. In the past, the cultural reason why you 
couldn’t kill yourself was because God said so. Or because it will continue some metaphysi-
cal cycle of suffering, or because your parents own your body and suicide is dishonorable. 
These days, the dominant cultural justification for life is this belief that you can’t kill yourself 
because there are things that need to be accomplished in life. But you do not live for the 
achievement of your goals, you have goals so that you will continue to live and thus will 
continue to propagate life.
I used to distinguish between the fulfillment of cultural and feral values, but then I realized 
that feral values are just as coercive of a delusion as cultural values are. I still emphasize 
cultural so much because of how prominent it is, and once you understand that culture is a 
disease, you can recognize that life itself is a disease. The deprivation which results from the 
existence of both cultural and feral values are the only reason why anyone wants to live. Life 
is suffering, everyone has heard that statement, but they don’t accept it at face value. They 
interpret it to mean that life has suffering, but life is suffering, and suicide is the solution."
